LOCAL_AIRPORT_CODE,LOCAL_AIRPORT,AIRLINE_CODE,FLIGHT_NUMBER,FREQUENCY,ARRIVAL_DEPARTURE_FLAG,SOURCE_DESTINATION_CODE,SOURCE_DESTINATION,SCHED_TIME,TIME_ZONE,air_time,Economy,Business
BOM,MUMBAI,S2,4178,1234567,2,BLR,RAJIV GANDHI,1840,IST,203,3580,10770
BOM,MUMBAI,G8,329,1234567,2,DEL,RAJIV GANDHI,600,IST,203,4410,10440
BOM,MUMBAI,AI,695,1234567,2,VNS,RAJIV GANDHI,1615,IST,203,4150,8780
BOM,MUMBAI,6E,496,1234567,1,CCU,RAJIV GANDHI,1000,IST,204,4970,9560
BOM,MUMBAI,9W,308,1234567,1,DEL,RAJIV GANDHI,1715,IST,204,4360,10010
BOM,MUMBAI,S2,4386,1234567,1,IDR,RAJIV GANDHI,2235,IST,204,3360,10200
BOM,MUMBAI,9W,355,1234567,1,IXU,RAJIV GANDHI,740,IST,204,4900,10010
BOM,MUMBAI,SG,678,1234567,1,MAA,RAJIV GANDHI,740,IST,204,4890,9450
BOM,MUMBAI,9W,349,1234567,2,BDQ,RAJIV GANDHI,855,IST,204,4080,9600
BOM,MUMBAI,9W,349,1234567,2,BDQ,RAJIV GANDHI,855,IST,204,4330,9910
BOM,MUMBAI,6E,6939,134567,2,BLR,RAJIV GANDHI,1240,IST,204,3950,10560
BOM,MUMBAI,SG,152,1234567,2,DEL,RAJIV GANDHI,720,IST,204,3090,8150
BOM,MUMBAI,AI,806,1234567,2,DEL,RAJIV GANDHI,800,IST,204,3370,9900
BOM,MUMBAI,9W,349,1234567,1,HYD,RAJIV GANDHI,850,IST,205,3800,8240
BOM,MUMBAI,9W,452,1234567,1,HYD,RAJIV GANDHI,2010,IST,205,3670,10240
BOM,MUMBAI,9W,434,1234567,1,IXE,RAJIV GANDHI,1215,IST,205,3690,8400
BOM,MUMBAI,AI,646,1234567,1,JDH,RAJIV GANDHI,1325,IST,205,3370,9790
BOM,MUMBAI,6E,654,1234567,1,MAA,RAJIV GANDHI,730,IST,205,3840,10270
BOM,MUMBAI,6E,5126,1234567,2,DEL,RAJIV GANDHI,930,IST,205,4800,9330
BOM,MUMBAI,9W,305,1234567,2,DEL,RAJIV GANDHI,1500,IST,205,3700,9260
BOM,MUMBAI,G8,544,12367,1,DEL,RAJIV GANDHI,45,IST,206,3300,8310
BOM,MUMBAI,UK,977,1234567,1,DEL,RAJIV GANDHI,2105,IST,206,4940,10190
BOM,MUMBAI,G8,382,1234567,1,IXC,RAJIV GANDHI,1350,IST,206,4770,10150
BOM,MUMBAI,6E,998,1234567,1,MAA,RAJIV GANDHI,1915,IST,206,4770,9900
BOM,MUMBAI,S2,4056,134567,2,BLR,RAJIV GANDHI,1025,IST,206,3970,9200
BOM,MUMBAI,S2,4165,1234567,2,NAG,RAJIV GANDHI,1540,IST,206,4550,9200
BOM,MUMBAI,9W,470,123457,1,MAA,RAJIV GANDHI,2125,IST,207,3980,8080
BOM,MUMBAI,SG,497,1234567,2,BLR,RAJIV GANDHI,820,IST,207,3100,10270
BOM,MUMBAI,9W,355,1234567,2,DEL,RAJIV GANDHI,830,IST,207,3420,10240
BOM,MUMBAI,6E,324,1234567,2,RPR,RAJIV GANDHI,1435,IST,207,4170,9560
BOM,MUMBAI,6E,429,1234567,1,CCU,RAJIV GANDHI,1400,IST,208,4880,8890
BOM,MUMBAI,9W,456,1,1,HYD,RAJIV GANDHI,2340,IST,208,3260,9310
BOM,MUMBAI,6E,176,67,1,TRV,RAJIV GANDHI,1255,IST,208,3400,10700
BOM,MUMBAI,6E,5126,1234567,2,DEL,RAJIV GANDHI,930,IST,208,4230,9340
BOM,MUMBAI,6E,168,1234567,2,DEL,RAJIV GANDHI,1240,IST,208,3570,9750
BOM,MUMBAI,AI,687,1234567,2,DEL,RAJIV GANDHI,1600,IST,208,3360,9860
BOM,MUMBAI,AI,687,1234567,2,DEL,RAJIV GANDHI,1600,IST,208,3790,9560
BOM,MUMBAI,9W,2055,1234567,2,JAI,RAJIV GANDHI,555,IST,208,3010,10870
BOM,MUMBAI,SG,422,1234567,2,UDR,RAJIV GANDHI,1305,IST,208,3700,9120
BOM,MUMBAI,9W,403,134567,2,COK,RAJIV GANDHI,1355,IST,209,3760,10080
BOM,MUMBAI,AI,681,1234567,2,COK,RAJIV GANDHI,1715,IST,209,3220,8790
BOM,MUMBAI,6E,6621,1234567,2,IXE,RAJIV GANDHI,1555,IST,209,4470,10910
BOM,MUMBAI,S2,4374,1234567,2,LKO,RAJIV GANDHI,1140,IST,209,4050,8840
BOM,MUMBAI,AI,655,1234567,2,RAJ,RAJIV GANDHI,1600,IST,209,3870,10680
BOM,MUMBAI,9W,449,1234567,1,BLR,RAJIV GANDHI,2330,IST,210,3310,9740
BOM,MUMBAI,6E,387,1234567,1,MAA,RAJIV GANDHI,35,IST,210,4910,8800
BOM,MUMBAI,6E,176,1234567,1,TRV,DEVI AHILY BAI HOLKAR,1255,IST,210,4820,9360
BOM,MUMBAI,S2,4056,2,2,BLR,DEVI AHILY BAI HOLKAR,950,IST,210,4300,9340
BOM,MUMBAI,6E,3177,1234567,2,BLR,DEVI AHILY BAI HOLKAR,1545,IST,210,3520,10790
BOM,MUMBAI,UK,940,1234567,2,DEL,DEVI AHILY BAI HOLKAR,1930,IST,210,4970,10500
BOM,MUMBAI,G8,303,1234567,2,MAA,DEVI AHILY BAI HOLKAR,1830,IST,210,3430,10370
BOM,MUMBAI,9W,388,1234567,2,TRV,DEVI AHILY BAI HOLKAR,650,IST,210,4210,8730
BOM,MUMBAI,6E,655,1234567,1,IDR,DEVI AHILY BAI HOLKAR,845,IST,211,3910,10900
BOM,MUMBAI,9W,389,1234567,1,TRV,DEVI AHILY BAI HOLKAR,1145,IST,211,3110,9930
BOM,MUMBAI,6E,317,1234567,2,IXC,DEVI AHILY BAI HOLKAR,920,IST,211,3960,9380
BOM,MUMBAI,9I,653,357,2,SAG,DEVI AHILY BAI HOLKAR,830,IST,211,3670,8580
BOM,MUMBAI,9W,411,1234567,2,BLR,DEVI AHILY BAI HOLKAR,600,IST,212,4660,8030
BOM,MUMBAI,AI,607,1234567,2,BLR,DEVI AHILY BAI HOLKAR,1650,IST,212,4480,10310
BOM,MUMBAI,AI,675,1234567,2,CCU,DEVI AHILY BAI HOLKAR,610,IST,212,4010,10350
BOM,MUMBAI,6E,6749,1234567,2,CCU,DEVI AHILY BAI HOLKAR,735,IST,212,4900,8990
BOM,MUMBAI,9W,629,1234567,2,CCU,DEVI AHILY BAI HOLKAR,815,IST,212,4740,9940
BOM,MUMBAI,6E,395,1234567,2,CCU,DEVI AHILY BAI HOLKAR,1755,IST,212,4910,9650
BOM,MUMBAI,6E,375,1234567,2,CJB,DEVI AHILY BAI HOLKAR,1155,IST,212,3390,8600
BOM,MUMBAI,AI,639,1234567,2,BLR,DEVI AHILY BAI HOLKAR,920,IST,213,3410,10130
BOM,MUMBAI,6E,176,1234567,2,DEL,BAGDOGRA,1330,IST,213,4310,9050
BOM,MUMBAI,6E,813,1234567,2,GAU,BAGDOGRA,1640,IST,213,3340,8570
BOM,MUMBAI,SG,467,1234567,2,HYD,CHANDIGARH,1305,IST,213,4440,9570
BOM,MUMBAI,SG,679,1234567,2,MAA,CHANDIGARH,2235,IST,213,4120,9800
BOM,MUMBAI,S2,4121,1234567,2,RPR,CHANDIGARH,1740,IST,213,4200,9380
BOM,MUMBAI,S2,4512,1234567,1,IXU,CHANDIGARH,1840,IST,214,3860,10360
BOM,MUMBAI,9W,623,1234567,2,CCU,CHANDIGARH,1255,IST,215,4060,9670
BOM,MUMBAI,9W,355,1234567,2,DEL,CHANDIGARH,830,IST,215,4420,8950
BOM,MUMBAI,AI,680,1234567,1,IXE,CHANDIGARH,1345,IST,216,3930,8710
BOM,MUMBAI,6E,404,123457,1,NAG,CHANDIGARH,2205,IST,216,4770,10130
BOM,MUMBAI,6E,386,1234567,2,MAA,CHANDIGARH,20,IST,216,4380,10300
BOM,MUMBAI,9W,432,1234567,1,IXE,CHANDIGARH,1720,IST,217,3850,10150
BOM,MUMBAI,9W,381,1234567,2,BLR,CHANDIGARH,305,IST,217,3640,9980
BOM,MUMBAI,S2,4345,1234567,2,HYD,CHANDIGARH,1300,IST,217,4710,9010
BOM,MUMBAI,9W,336,1234567,1,DEL,CHANDIGARH,1005,IST,219,3980,9620
BOM,MUMBAI,G8,336,1234567,1,DEL,CHANDIGARH,1615,IST,219,3820,8560
BOM,MUMBAI,6E,264,123456,1,IXC,CHANDIGARH,1445,IST,219,4800,8140
BOM,MUMBAI,9W,470,6,1,MAA,CHANDIGARH,2125,IST,219,3630,10950
BOM,MUMBAI,6E,414,2,1,BLR,CHANDIGARH,1415,IST,220,3510,9790
BOM,MUMBAI,6E,403,1234567,2,NAG,MANGALORE,1555,IST,220,4040,9820
BOM,MUMBAI,SG,153,1234567,2,COK,MANGALORE,930,IST,221,4390,10370
BOM,MUMBAI,6E,439,1234567,2,DEL,MANGALORE,1850,IST,222,4250,10240
BOM,MUMBAI,6E,419,1234567,2,GOI,MANGALORE,1455,IST,223,3610,8100
BOM,MUMBAI,G8,395,1234567,2,LKO,MANGALORE,1030,IST,223,3690,9650
BOM,MUMBAI,6E,675,1234567,2,MAA,MANGALORE,1930,IST,223,3660,9620
BOM,MUMBAI,6E,404,6,1,NAG,MANGALORE,2205,IST,224,4390,10890
BOM,MUMBAI,SG,152,1234567,2,DEL,MANGALORE,720,IST,224,3130,8320
BOM,MUMBAI,9W,433,1234567,2,IXE,MANGALORE,855,IST,224,3390,9760
BOM,MUMBAI,6E,3794,1234567,1,BLR,MANGALORE,2310,IST,225,4090,9670
BOM,MUMBAI,G8,468,1234567,1,COK,MANGALORE,1455,IST,225,4590,8860
BOM,MUMBAI,G8,390,1234567,2,JAI,MANGALORE,550,IST,225,4790,8660
BOM,MUMBAI,S2,4171,1234567,1,BHO,MANGALORE,915,IST,226,3480,10260
BOM,MUMBAI,9W,345,1234567,2,HYD,MANGALORE,1300,IST,226,3830,10080
BOM,MUMBAI,9W,301,1234567,2,DEL,MANGALORE,700,IST,227,3370,9030
BOM,MUMBAI,9W,466,1234567,1,MAA,MANGALORE,1020,IST,228,4380,8360
BOM,MUMBAI,6E,229,1234567,2,MAA,MANGALORE,610,IST,228,3970,8420
BOM,MUMBAI,6E,461,1234567,2,HYD,BELGAUM,620,IST,229,4550,9440
BOM,MUMBAI,6E,981,1234567,2,GOI,BELGAUM,1545,IST,230,3960,10830
BOM,MUMBAI,6E,821,1234567,2,HYD,JAMMU,1200,IST,231,3510,9720
BOM,MUMBAI,6E,414,134567,1,BLR,JAMMU,1435,IST,232,4680,9080
BOM,MUMBAI,SG,612,1234567,2,GOI,JAMMU,2335,IST,234,4430,10170
BOM,MUMBAI,SG,421,1234567,2,HYD,JAMMU,545,IST,234,4020,10350
BOM,MUMBAI,9W,345,1234567,2,HYD,JAMMU,1300,IST,234,4540,8110
BOM,MUMBAI,SG,703,1234567,2,HYD,KUSHOK BAKULA RIMPOCHEE,2245,IST,234,3470,10490
BOM,MUMBAI,6E,825,1234567,2,BLR,MADURAI,2130,IST,235,4080,8550
BOM,MUMBAI,G8,320,1234567,1,BLR,MADURAI,1815,IST,236,3550,10930
BOM,MUMBAI,6E,711,1234567,1,VNS,BIRSA MUNDA,1200,IST,236,3360,8070
BOM,MUMBAI,6E,711,134567,2,GOI,BIRSA MUNDA,1350,IST,236,4570,8580
BOM,MUMBAI,AI,619,1234567,2,HYD,BIRSA MUNDA,1930,IST,236,3480,8990
BOM,MUMBAI,AI,647,1234567,2,JGA,ARANGABAD,1100,IST,236,3480,8730
BOM,MUMBAI,6E,459,1234567,2,MAA,ARANGABAD,2105,IST,236,4280,8900
BOM,MUMBAI,6E,414,134567,1,BLR,ARANGABAD,1415,IST,237,3400,8010
BOM,MUMBAI,AI,617,1234567,2,HYD,ARANGABAD,1355,IST,237,3780,9470
BOM,MUMBAI,6E,461,1234567,2,HYD,ARANGABAD,620,IST,238,3870,8500
BOM,MUMBAI,6E,185,1234567,1,DEL,ARANGABAD,2240,IST,239,3240,8990
BOM,MUMBAI,SG,456,1234567,1,BLR,KANDLA,2145,IST,240,3010,8320
BOM,MUMBAI,9W,972,1234567,1,IXB,VEER SARVARKAR,1635,IST,240,4900,10170
BOM,MUMBAI,9W,397,1234567,2,BLR,VEER SARVARKAR,825,IST,240,3100,10620
BOM,MUMBAI,S2,4057,1234567,2,CJB,JAIPUR,1025,IST,240,4300,10470
BOM,MUMBAI,9W,628,1234567,1,CCU,JAIPUR,10,IST,241,4750,10850
BOM,MUMBAI,6E,439,1234567,1,COK,JAIPUR,1805,IST,241,4570,10880
BOM,MUMBAI,S2,4379,1234567,2,RAJ,JAIPUR,1935,IST,241,4730,8390
BOM,MUMBAI,9W,384,7,1,DEL,JAIPUR,5,IST,242,4190,8400
BOM,MUMBAI,6E,361,1234567,1,LKO,JAIPUR,1740,IST,242,3380,9900
BOM,MUMBAI,9W,351,1234567,2,DEL,JAIPUR,1300,IST,243,4540,10830
BOM,MUMBAI,6E,129,1234567,1,DEL,JAIPUR,1935,IST,244,4120,8470
BOM,MUMBAI,6E,387,1234567,1,MAA,JAIPUR,35,IST,244,4940,10560
BOM,MUMBAI,9W,2053,1234567,2,JAI,JAIPUR,1420,IST,244,4660,10360
BOM,MUMBAI,6E,414,2,1,BLR,JAIPUR,1405,IST,245,4120,9930
BOM,MUMBAI,UK,981,1234567,1,DEL,JAIPUR,2335,IST,245,3380,9680
BOM,MUMBAI,9W,381,1234567,2,BLR,JAIPUR,215,IST,245,3670,9130
BOM,MUMBAI,9W,420,1234567,2,CJB,JAIPUR,1835,IST,245,4070,8410
BOM,MUMBAI,6E,741,1234567,2,IDR,JAIPUR,1455,IST,245,4920,9980
BOM,MUMBAI,G8,497,1234567,2,LKO,JAIPUR,1610,IST,245,4160,9080
BOM,MUMBAI,S2,4165,2,1,BLR,JAIPUR,1350,IST,246,4410,9110
BOM,MUMBAI,9W,404,134567,1,COK,JAIPUR,1835,IST,246,3440,9830
BOM,MUMBAI,9W,392,1234567,1,HYD,JAIPUR,2110,IST,246,3640,9360
BOM,MUMBAI,6E,685,1234567,1,LKO,JAIPUR,1015,IST,246,3720,9110
BOM,MUMBAI,9W,617,1234567,2,CCU,JAIPUR,1905,IST,246,4370,8100
BOM,MUMBAI,9W,351,1234567,2,DEL,JODHPUR,1300,IST,246,3550,10630
BOM,MUMBAI,G8,386,1234567,1,SXR,JODHPUR,1125,IST,247,3650,9380
BOM,MUMBAI,G8,382,1234567,2,BLR,JODHPUR,1430,IST,247,4350,8670
BOM,MUMBAI,9W,420,1234567,2,CJB,JODHPUR,1850,IST,247,4970,8510
BOM,MUMBAI,6E,964,1234567,2,DEL,JODHPUR,755,IST,247,4910,10500
BOM,MUMBAI,9W,313,1234567,1,DEL,JAMNAGAR,435,IST,249,3570,9360
BOM,MUMBAI,G8,461,1234567,2,IXZ,JAMNAGAR,400,IST,249,4860,8580
BOM,MUMBAI,9W,642,1234567,1,IXC,JAMNAGAR,1810,IST,250,4720,8540
BOM,MUMBAI,9W,422,1234567,1,CCJ,JABALPUR,1300,IST,251,3630,9960
BOM,MUMBAI,SG,679,1234567,2,MAA,JABALPUR,2245,IST,252,3590,8740
BOM,MUMBAI,AI,682,1234567,1,COK,CHAUDARY CHARAN SINGH,1015,IST,253,4240,9390
BOM,MUMBAI,UK,975,123456,1,DEL,CHAUDARY CHARAN SINGH,805,IST,253,3500,10290
BOM,MUMBAI,6E,321,1234567,2,CCU,CHAUDARY CHARAN SINGH,915,IST,253,3560,9800
BOM,MUMBAI,AI,646,1234567,1,JDH,CHAUDARY CHARAN SINGH,1330,IST,254,3470,9680
BOM,MUMBAI,6E,366,1234567,2,HYD,CHAUDARY CHARAN SINGH,915,IST,254,3090,8650
BOM,MUMBAI,6E,346,1234567,1,BLR,CHAUDARY CHARAN SINGH,1205,IST,255,3710,10100
BOM,MUMBAI,9W,416,1234567,1,BLR,CHAUDARY CHARAN SINGH,1750,IST,256,4390,10880
BOM,MUMBAI,9W,457,1234567,2,HYD,CHAUDARY CHARAN SINGH,720,IST,256,4560,10840
BOM,MUMBAI,S2,4444,1234567,2,PNQ,CHAUDARY CHARAN SINGH,250,IST,256,3010,9400
BOM,MUMBAI,S2,4337,1234567,2,RAJ,CHAUDARY CHARAN SINGH,1640,IST,256,3300,8850
BOM,MUMBAI,S2,4165,134567,1,BLR,CHAUDARY CHARAN SINGH,1405,IST,257,4180,8990
BOM,MUMBAI,6E,318,1234567,1,CCU,CHAUDARY CHARAN SINGH,840,IST,257,4720,10010
BOM,MUMBAI,9W,825,1234567,1,COK,CHAUDARY CHARAN SINGH,1405,IST,257,4270,10070
BOM,MUMBAI,9I,651,357,2,BHU,CHAUDARY CHARAN SINGH,1750,IST,257,3460,9090
BOM,MUMBAI,G8,446,1234567,1,DEL,CHAUDARY CHARAN SINGH,2150,IST,258,3360,8790
BOM,MUMBAI,UK,994,1234567,2,DEL,CHAUDARY CHARAN SINGH,1025,IST,258,4220,9460
BOM,MUMBAI,S2,4511,1234567,2,IXU,CHAUDARY CHARAN SINGH,1615,IST,258,4750,8450
BOM,MUMBAI,SG,985,14567,1,DEL,CHAUDARY CHARAN SINGH,10,IST,259,4840,8180
BOM,MUMBAI,SG,438,1234567,1,BLR,CHAUDARY CHARAN SINGH,925,IST,260,3600,9110
BOM,MUMBAI,G8,345,1234567,1,COK,CHAUDARY CHARAN SINGH,2140,IST,260,3610,8730
BOM,MUMBAI,6E,782,1234567,1,MAA,CHAUDARY CHARAN SINGH,1050,IST,260,3890,10370
BOM,MUMBAI,G8,391,1234567,2,JAI,CHAUDARY CHARAN SINGH,1335,IST,260,3420,10290
BOM,MUMBAI,SG,468,1234567,1,HYD,CHAUDARY CHARAN SINGH,1955,IST,261,3190,10370
BOM,MUMBAI,6E,394,1234567,1,JAI,CHAUDARY CHARAN SINGH,1920,IST,261,3820,10550
BOM,MUMBAI,S2,4490,1234567,1,RAJ,CHENNAI,2215,IST,261,4530,10020
BOM,MUMBAI,9W,452,1234567,1,HYD,CHENNAI,2000,IST,262,3120,9390
BOM,MUMBAI,S2,4054,1234567,1,JAI,CHENNAI,1840,IST,262,3190,9210
BOM,MUMBAI,AI,677,1234567,2,DEL,CHENNAI,1300,IST,262,3160,8240
BOM,MUMBAI,9W,373,1234567,1,DEL,CHENNAI,1825,IST,263,4320,9580
BOM,MUMBAI,9W,2511,1234567,2,IXU,CHENNAI,1620,IST,263,4220,8930
BOM,MUMBAI,6E,207,1234567,2,JAI,CHENNAI,525,IST,263,3850,9710
BOM,MUMBAI,AI,773,156,1,CCU,CHENNAI,1945,IST,264,3840,9140
BOM,MUMBAI,9W,304,1234567,1,DEL,CHENNAI,50,IST,265,3480,11000
BOM,MUMBAI,AI,611,1,1,JDH,CHENNAI,1440,IST,265,3980,9360
BOM,MUMBAI,9W,348,1234567,2,HYD,CHENNAI,300,IST,265,4460,10030
BOM,MUMBAI,9W,619,1234567,2,CCU,CHENNAI,605,IST,266,4400,10390
BOM,MUMBAI,9W,615,1234567,2,CCU,CHENNAI,705,IST,266,4130,8750
BOM,MUMBAI,6E,464,1234567,2,IXC,CHENNAI,1140,IST,266,3170,8880
BOM,MUMBAI,6E,363,1234567,2,CJB,CHENNAI,2040,IST,267,3960,8760
BOM,MUMBAI,6E,821,1234567,2,HYD,CHENNAI,1200,IST,267,4100,10140
BOM,MUMBAI,S2,4165,134567,1,BLR,CHENNAI,1440,IST,268,4620,9810
BOM,MUMBAI,9W,819,1234567,1,CCU,CHENNAI,1850,IST,268,3520,8410
BOM,MUMBAI,AI,805,1234567,1,DEL,CHENNAI,2215,IST,268,3750,8730
BOM,MUMBAI,6E,983,1234567,1,HYD,CHENNAI,1835,IST,268,4810,10160
BOM,MUMBAI,S2,4486,1234567,2,RAJ,CHENNAI,505,IST,268,4090,10290
BOM,MUMBAI,AI,614,1234567,1,AMD,CHENNAI,840,IST,269,4300,8810
BOM,MUMBAI,6E,598,1234567,1,CJB,CHENNAI,1620,IST,269,4360,10030
BOM,MUMBAI,G8,392,1234567,1,JAI,CHENNAI,1730,IST,269,4970,9860
BOM,MUMBAI,G8,287,1234567,1,SXR,CHENNAI,1815,IST,269,3860,8600
BOM,MUMBAI,9W,331,1234567,2,DEL,CHENNAI,955,IST,269,4190,8080
BOM,MUMBAI,6E,5097,1234567,2,DEL,CHENNAI,1515,IST,269,4790,10470
BOM,MUMBAI,9W,418,1234567,2,JAI,CHENNAI,1850,IST,269,3440,9900
BOM,MUMBAI,9W,309,1234567,2,DEL,CHENNAI,1915,IST,270,4860,10100
BOM,MUMBAI,G8,287,1234567,2,IXJ,CHENNAI,1050,IST,270,4960,9100
BOM,MUMBAI,6E,464,1234567,1,BLR,CHENNAI,1105,IST,271,4540,9040
BOM,MUMBAI,S2,4360,1234567,1,LKO,CHENNAI,1700,IST,271,4090,10960
BOM,MUMBAI,9W,629,1234567,2,CCU,CHENNAI,820,IST,271,3780,10980
BOM,MUMBAI,S2,4431,1234567,2,IXE,CHENNAI,1415,IST,271,3550,9310
BOM,MUMBAI,G8,395,1234567,2,LKO,CHENNAI,1030,IST,271,3720,8600
BOM,MUMBAI,6E,464,7,2,LKO,CHENNAI,1140,IST,271,3050,8870
BOM,MUMBAI,SG,876,1234567,2,PAT,CHENNAI,545,IST,271,4670,9780
BOM,MUMBAI,9W,315,6,1,AMD,CHENNAI,1220,IST,272,4860,10260
BOM,MUMBAI,9W,384,1234567,1,DEL,CHENNAI,5,IST,272,3880,9160
BOM,MUMBAI,9W,377,7,2,BHO,CHENNAI,555,IST,272,4080,9990
BOM,MUMBAI,AI,683,1234567,2,GOI,CHENNAI,2110,IST,273,4920,10390
BOM,MUMBAI,S2,4375,1234567,2,RPR,CHENNAI,640,IST,274,4980,10600
BOM,MUMBAI,AI,612,1234567,1,JAI,CHENNAI,950,IST,275,3820,8060
BOM,MUMBAI,SG,704,1234567,2,VNS,CHENNAI,655,IST,275,3010,9040
BOM,MUMBAI,G8,706,7,1,IXR,CHENNAI,1350,IST,276,4890,8780
BOM,MUMBAI,G8,396,1234567,1,LKO,CHENNAI,2015,IST,276,4600,8120
BOM,MUMBAI,G8,517,1234567,2,BLR,CHENNAI,605,IST,276,4660,8580
BOM,MUMBAI,AI,607,1234567,2,BLR,CHENNAI,1650,IST,276,3200,10320
BOM,MUMBAI,6E,154,1234567,2,DEL,CHENNAI,200,IST,276,3690,10560
BOM,MUMBAI,6E,339,1234567,1,LKO,CHENNAI,1415,IST,277,4460,9150
BOM,MUMBAI,9W,980,1234567,1,VTZ,CHENNAI,1535,IST,277,4190,9120
BOM,MUMBAI,6E,949,1234567,2,BLR,CHENNAI,2030,IST,277,4100,9220
BOM,MUMBAI,6E,764,1234567,2,UDR,DR.BABASAHED AMBEDKAR,1720,IST,277,3110,10980
BOM,MUMBAI,6E,787,1234567,1,IXR,DR.BABASAHED AMBEDKAR,1915,IST,278,4990,10130
BOM,MUMBAI,AI,633,1234567,2,BHO,DR.BABASAHED AMBEDKAR,600,IST,279,3680,9690
BOM,MUMBAI,9W,484,1234567,2,CCU,DR.BABASAHED AMBEDKAR,225,IST,279,3770,10370
BOM,MUMBAI,S2,4080,1234567,1,RAJ,DR.BABASAHED AMBEDKAR,1510,IST,280,4860,9430
BOM,MUMBAI,S2,4348,1234567,2,HYD,DR.BABASAHED AMBEDKAR,300,IST,280,3840,8420
BOM,MUMBAI,G8,381,123456,2,IXC,DR.BABASAHED AMBEDKAR,835,IST,280,4340,9480
BOM,MUMBAI,AI,679,1234567,2,IXE,DR.BABASAHED AMBEDKAR,1015,IST,280,3650,9490
BOM,MUMBAI,6E,956,1234567,2,DEL,DR.BABASAHED AMBEDKAR,1740,IST,281,4590,9450
BOM,MUMBAI,SG,421,1234567,2,HYD,DR.BABASAHED AMBEDKAR,545,IST,281,4620,9780
BOM,MUMBAI,AI,617,1234567,2,HYD,DR.BABASAHED AMBEDKAR,1355,IST,281,4490,9270
BOM,MUMBAI,AI,625,1234567,2,LKO,DR.BABASAHED AMBEDKAR,825,IST,281,4060,8140
BOM,MUMBAI,G8,404,1234567,1,LKO,DR.BABASAHED AMBEDKAR,1535,IST,282,3040,10980
BOM,MUMBAI,G8,387,1234567,1,LKO,DR.BABASAHED AMBEDKAR,2125,IST,282,4500,9880
BOM,MUMBAI,SG,487,1234567,2,CCU,DR.BABASAHED AMBEDKAR,1940,IST,282,3390,11000
BOM,MUMBAI,G8,511,1234567,2,CCU,DR.BABASAHED AMBEDKAR,2300,IST,282,4310,9150
BOM,MUMBAI,AI,441,1234567,1,IXU,DR.BABASAHED AMBEDKAR,2130,IST,283,4130,8040
BOM,MUMBAI,G8,487,1234567,2,LKO,SHRI GURU GOBIND SINGH,835,IST,283,3740,9140
BOM,MUMBAI,6E,298,1234567,1,COK,JAY PRAKASH NARAYAN,1000,IST,284,4560,9840
BOM,MUMBAI,6E,375,1234567,2,CJB,JAY PRAKASH NARAYAN,1200,IST,284,4230,10500
BOM,MUMBAI,6E,799,1234567,2,BLR,JAY PRAKASH NARAYAN,1910,IST,285,3820,10640
BOM,MUMBAI,S2,4621,1234567,2,BHO,JAY PRAKASH NARAYAN,555,IST,286,3640,8620
BOM,MUMBAI,9W,495,1234567,2,BLR,JAY PRAKASH NARAYAN,2135,IST,286,3890,9010
BOM,MUMBAI,AI,615,1234567,2,HYD,JAY PRAKASH NARAYAN,615,IST,290,4320,8460
BOM,MUMBAI,AI,442,1234567,2,IXU,JAY PRAKASH NARAYAN,1605,IST,291,3690,8480
BOM,MUMBAI,9W,615,1234567,2,CCU,JAY PRAKASH NARAYAN,705,IST,294,3240,10420
BOM,MUMBAI,AI,657,1234567,2,CJB,JAY PRAKASH NARAYAN,1105,IST,294,4950,8760
BOM,MUMBAI,9W,417,1234567,1,JAI,PORBANDAR,2250,IST,297,3140,9130
BOM,MUMBAI,9W,406,1234567,1,COK,PUNE,1110,IST,299,4910,8760
BOM,MUMBAI,6E,848,1234567,2,BLR,PUNE,10,IST,303,5580,12200
BOM,MUMBAI,9W,392,1234567,1,HYD,PUNE,2120,IST,306,6490,12080
BOM,MUMBAI,6E,464,1234567,1,BLR,PUNE,1105,IST,310,5120,12580
BOM,MUMBAI,S2,4053,1234567,2,JAI,PUNE,1450,IST,315,5110,11800
BOM,MUMBAI,SG,487,1234567,2,CCU,RAJKOT,1940,IST,317,5340,12990
BOM,MUMBAI,6E,998,1234567,1,MAA,RAJKOT,1915,IST,322,6740,11180
BOM,MUMBAI,G8,530,1234567,1,DEL,RAJKOT,910,IST,323,5960,12540
BOM,MUMBAI,AI,626,1234567,1,LKO,RAJKOT,1315,IST,326,5140,11850
BOM,MUMBAI,9W,686,1234567,1,MAA,RAJKOT,740,IST,326,5110,11010
BOM,MUMBAI,6E,243,1234567,2,AMD,RAJKOT,1755,IST,328,5280,11500
BOM,MUMBAI,9W,464,3,1,MAA,RAJKOT,425,IST,329,6040,12410
BOM,MUMBAI,9W,466,1234567,1,MAA,RAJKOT,1015,IST,329,5940,11300
BOM,MUMBAI,6E,213,1234567,2,AMD,RAJKOT,735,IST,329,5730,12070
BOM,MUMBAI,9W,702,1234567,1,DED,RAJKOT,1705,IST,331,6380,12230
BOM,MUMBAI,AI,650,67,1,ATQ,SWAMI VIVEKANANDA,2025,IST,332,5160,12730
BOM,MUMBAI,6E,339,1234567,1,LKO,SWAMI VIVEKANANDA,1455,IST,332,5280,12500
BOM,MUMBAI,9W,488,1234567,1,MAA,SWAMI VIVEKANANDA,1505,IST,332,5220,12310
