LOCAL_AIRPORT_CODE,LOCAL_AIRPORT,AIRLINE_CODE,FLIGHT_NUMBER,FREQUENCY,ARRIVAL_DEPARTURE_FLAG,SOURCE_DESTINATION_CODE,SOURCE_DESTINATION,SCHED_TIME,TIME_ZONE,air_time,Economy,Business,X,train_number,Train Name,SEQ,Arrival time,departure_time,Distance,Source Station,Source Station Name,Dest Station Code,Dest station_name,DAY,SL,1A,2A,3A
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,282,1234567,1,DEL,IMPHAL,715,IST,108,1160,6110,x,13132,PNBE - KOAA,11,18:33:00,18:35:00,45,PNBE,PATNA JN.,BKP,BAKHTIYARPUR,1234567,220,570,840,940
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,907,2,1,DEL,IMPHAL,1315,IST,108,1930,6150,x,13132,PNBE - KOAA,12,18:41:00,18:43:00,54,PNBE,PATNA JN.,ATL,ATHMAL GOLA,6,110,420,860,910
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,710,5,1,DMU,IMPHAL,1610,IST,108,2610,7240,x,13132,PNBE - KOAA,13,18:51:00,18:53:00,63,PNBE,PATNA JN.,BARH,BARH,6,160,430,650,920
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,3217,1234567,1,GAU,IMPHAL,2150,IST,108,1130,6910,x,13132,PNBE - KOAA,14,19:02:00,19:04:00,73,PNBE,PATNA JN.,PHK,PUNARAKH,1234567,110,550,810,920
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,822,1234567,1,IXR,IMPHAL,1050,IST,108,1090,6670,x,13132,PNBE - KOAA,15,19:11:00,19:12:00,76,PNBE,PATNA JN.,MMKB,MEMRA MEMRAK,1234567,200,610,820,910
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,237,1234567,1,JAI,IMPHAL,2305,IST,108,1240,6300,x,13132,PNBE - KOAA,16,19:16:00,19:17:00,78,PNBE,PATNA JN.,KNHP,KANHAIPUR,1234567,270,360,760,970
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,252,1234567,1,RPR,IMPHAL,2040,IST,108,2690,6530,x,13132,PNBE - KOAA,17,19:22:00,19:23:00,81,PNBE,PATNA JN.,MOR,MOR,1234567,240,550,780,980
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,775,1234567,2,BLR,IMPHAL,2045,IST,108,1820,7400,x,13132,PNBE - KOAA,18,19:30:00,19:32:00,89,PNBE,PATNA JN.,MKA,MOKAMA JN.,1234567,280,590,660,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,630,1234567,2,BOM,IMPHAL,1145,IST,108,2780,5380,x,13132,PNBE - KOAA,19,19:50:00,19:51:00,93,PNBE,PATNA JN.,TALL,TALL JN.,1234567,160,600,730,920
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,152,1234567,2,DEL,IMPHAL,2205,IST,108,2490,5890,x,13132,PNBE - KOAA,20,19:56:00,19:57:00,96,PNBE,PATNA JN.,HTZ,HATHIDAH JN,1234567,210,420,890,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,657,1234567,2,GAU,IMPHAL,1335,IST,108,1700,5130,x,13132,PNBE - KOAA,21,20:03:00,20:04:00,100,PNBE,PATNA JN.,RDUM,RAMPUR DUMRA,1234567,120,380,860,920
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,323,1234567,1,BOM,IMPHAL,1420,IST,109,2120,7240,x,13132,PNBE - KOAA,22,20:10:00,20:12:00,106,PNBE,PATNA JN.,BRYA,BARHIYA,1234567,220,650,740,1070
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,2474,1234567,1,GAU,IMPHAL,2025,IST,109,1710,6980,x,13132,PNBE - KOAA,23,20:18:00,20:19:00,111,PNBE,PATNA JN.,DMRX,DUMARI HALT,1234567,160,500,780,1100
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,373,1234567,1,IXA,IMPHAL,1825,IST,109,2880,7110,x,13132,PNBE - KOAA,24,20:26:00,20:28:00,116,PNBE,PATNA JN.,MKB,MANKATHA,1234567,260,450,830,960
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,553,1234567,1,PNQ,IMPHAL,315,IST,109,2910,7980,x,13132,PNBE - KOAA,25,20:43:00,20:45:00,122,PNBE,PATNA JN.,LKR,LUCKEESARAI,1234567,270,320,840,950
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,711,6,2,AJL,IMPHAL,1305,IST,109,2800,7350,x,13132,PNBE - KOAA,26,21:06:00,21:08:00,123,PNBE,PATNA JN.,KIUL,KIUL JN.,1234567,190,490,880,1080
CCU,NETAJI SUBHAS CHANDRA BOSE,I5,531,1234567,2,BBI,AGARTALA,455,IST,109,1580,7730,x,13132,PNBE - KOAA,27,21:16:00,21:17:00,130,PNBE,PATNA JN.,BSQP,BANSIPUR,1234567,130,400,830,950
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,776,1234567,2,BBI,AGARTALA,910,IST,109,2790,6180,x,13132,PNBE - KOAA,28,21:24:00,21:25:00,137,PNBE,PATNA JN.,MNP,MANANPUR,1234567,140,340,720,1080
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,958,1234567,2,BLR,AGARTALA,1420,IST,109,1960,7810,x,13132,PNBE - KOAA,29,21:31:00,21:32:00,142,PNBE,PATNA JN.,BFM,BHALUI,1234567,250,560,780,1070
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,377,1234567,2,DMU,AGARTALA,1100,IST,109,1210,7120,x,13132,PNBE - KOAA,30,21:41:00,21:43:00,151,PNBE,PATNA JN.,JMU,JAMUI,2,180,640,810,980
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,2486,1234567,2,GAU,AGARTALA,555,IST,109,2420,6890,x,13132,PNBE - KOAA,31,21:54:00,21:55:00,165,PNBE,PATNA JN.,GHR,GIDHAUR,134567,120,600,780,930
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,633,1234567,2,PAT,AGARTALA,1830,IST,109,1090,6570,x,13132,PNBE - KOAA,32,22:33:00,22:38:00,177,PNBE,PATNA JN.,JAJ,JHAJHA,2,280,490,860,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9808,67,1,AJL,AGARTALA,1325,IST,110,2310,6720,x,13132,PNBE - KOAA,33,22:54:00,22:55:00,195,PNBE,PATNA JN.,STL,SIMULTALA,2,170,650,730,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,856,1234567,1,GAU,AGARTALA,1755,IST,110,1270,5530,x,13132,PNBE - KOAA,34,23:18:00,23:23:00,221,PNBE,PATNA JN.,JSME,JASIDIH JN.,1234567,160,580,800,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,833,1234567,1,IXA,AGARTALA,1000,IST,110,2290,6180,x,13132,PNBE - KOAA,35,0:20:00,1:00:00,250,PNBE,PATNA JN.,MDP,MADHUPUR JN.,67,130,430,780,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,886,1234567,1,IXA,AGARTALA,1445,IST,110,1080,5560,x,13132,PNBE - KOAA,36,1:30:00,1:31:00,292,PNBE,PATNA JN.,JMT,JAMTARA,1234567,190,390,650,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,3244,1246,1,IXA,AGARTALA,1805,IST,110,2270,7620,x,13132,PNBE - KOAA,37,1:48:00,1:49:00,306,PNBE,PATNA JN.,CRJ,CHITTARANJAN,1234567,230,640,710,900
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,754,23457,1,IXS,AGARTALA,850,IST,110,1400,5170,x,13132,PNBE - KOAA,38,2:37:00,2:47:00,331,PNBE,PATNA JN.,ASN,ASANSOL MAIN,1234567,140,390,680,1090
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,102,1234567,2,DEL,AGARTALA,1420,IST,110,1160,5380,x,13132,PNBE - KOAA,39,3:03:00,3:04:00,349,PNBE,PATNA JN.,RNG,RANI GANJ,12345,180,630,800,940
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,983,134567,2,DEL,AGARTALA,2155,IST,110,2780,6500,x,13132,PNBE - KOAA,40,3:15:00,3:17:00,357,PNBE,PATNA JN.,UDL,ANDAL JN.,1234567,220,650,700,1070
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,6114,2357,2,IMF,AGARTALA,1135,IST,110,1710,5830,x,13132,PNBE - KOAA,41,3:31:00,3:35:00,373,PNBE,PATNA JN.,DGR,DURGAPUR,1234567,210,560,740,960
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,5401,1234567,2,IXB,AGARTALA,1630,IST,110,1290,7980,x,13132,PNBE - KOAA,42,4:45:00,4:50:00,436,PNBE,PATNA JN.,BWN,BARDDHAMAN J,1234567,300,560,700,980
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,339,1234567,2,PAT,AGARTALA,915,IST,110,2170,5250,x,13132,PNBE - KOAA,43,5:56:00,6:01:00,504,PNBE,PATNA JN.,BDC,BANDEL JN.,1234567,170,610,760,970
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,344,1234567,1,BLR,AGARTALA,1110,IST,111,2300,6530,x,13132,PNBE - KOAA,44,6:22:00,6:30:00,513,PNBE,PATNA JN.,NH,NAIHATI JN.,6,270,470,690,960
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,3288,1234567,1,IXB,AGARTALA,1820,IST,111,1480,6030,x,13132,PNBE - KOAA,45,7:30:00,7:30:00,546,PNBE,PATNA JN.,KOAA,KOLKATA,6,140,510,890,920
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,262,1234567,1,LKO,AGARTALA,1815,IST,111,2420,6590,x,13135,KOAA JYG EXP,2,21:45:00,21:47:00,33,KOAA,KOLKATA,NH,NAIHATI JN.,123457,130,570,830,990
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,606,1234567,1,PAT,AGARTALA,1625,IST,111,2020,7000,x,13135,KOAA JYG EXP,3,22:15:00,22:17:00,42,KOAA,KOLKATA,BDC,BANDEL JN.,123457,280,530,730,1050
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,342,1234567,2,BLR,AGARTALA,2025,IST,111,1620,6680,x,13135,KOAA JYG EXP,4,23:20:00,23:25:00,109,KOAA,KOLKATA,BWN,BARDDHAMAN J,1234567,260,380,830,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,819,1234567,2,BOM,AGARTALA,1625,IST,111,1620,7760,x,13135,KOAA JYG EXP,5,0:15:00,0:17:00,172,KOAA,KOLKATA,DGR,DURGAPUR,1234567,300,520,710,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,832,1234567,2,JAI,AGARTALA,2100,IST,111,2250,7700,x,13135,KOAA JYG EXP,6,1:07:00,1:12:00,214,KOAA,KOLKATA,ASN,ASANSOL MAIN,1234567,300,540,770,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,6314,1234567,2,MAA,AGARTALA,815,IST,111,1190,5220,x,13135,KOAA JYG EXP,7,1:36:00,1:37:00,239,KOAA,KOLKATA,CRJ,CHITTARANJAN,1234567,120,330,820,920
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9808,67,1,AJL,BAGDOGRA,1305,IST,112,1310,7380,x,13135,KOAA JYG EXP,8,2:16:00,2:21:00,295,KOAA,KOLKATA,MDP,MADHUPUR JN.,1234567,260,510,650,1050
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9808,67,1,AJL,BAGDOGRA,1325,IST,112,2990,5720,x,13135,KOAA JYG EXP,9,2:47:00,2:52:00,324,KOAA,KOLKATA,JSME,JASIDIH JN.,1234567,160,580,680,900
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,3282,1234567,1,AJL,BAGDOGRA,1630,IST,112,2560,5220,x,13135,KOAA JYG EXP,10,4:10:00,4:20:00,368,KOAA,KOLKATA,JAJ,JHAJHA,1234567,180,460,830,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,I5,532,1234567,1,BBI,BAGDOGRA,715,IST,112,2940,5270,x,13135,KOAA JYG EXP,11,5:04:00,5:06:00,422,KOAA,KOLKATA,KIUL,KIUL JN.,1234567,280,540,670,1100
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,657,1234567,1,BLR,BAGDOGRA,1310,IST,112,1410,6600,x,13135,KOAA JYG EXP,12,6:30:00,6:40:00,461,KOAA,KOLKATA,BJU,BARAUNI JN.,1234567,200,460,820,910
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,283,1234567,1,DEL,BAGDOGRA,1920,IST,112,2820,5420,x,13135,KOAA JYG EXP,13,7:40:00,8:05:00,512,KOAA,KOLKATA,SPJ,SAMASTIPUR J,1234567,240,540,900,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,294,1234567,1,IXA,BAGDOGRA,1725,IST,112,1310,6600,x,13135,KOAA JYG EXP,14,9:00:00,9:10:00,550,KOAA,KOLKATA,DBG,DARBHANGA JN,1234567,270,310,870,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,626,1234567,1,IXB,BAGDOGRA,1605,IST,112,1650,6460,x,13135,KOAA JYG EXP,15,9:32:00,9:37:00,569,KOAA,KOLKATA,SKI,SAKRI JN.,1234567,210,520,730,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,634,1234567,1,PAT,BAGDOGRA,1055,IST,112,1420,6310,x,13135,KOAA JYG EXP,16,9:55:00,10:00:00,586,KOAA,KOLKATA,MBI,MADHUBANI,1234567,270,510,670,1050
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,379,67,2,BLR,BAGDOGRA,520,IST,112,1880,5160,x,13135,KOAA JYG EXP,17,10:55:00,10:55:00,618,KOAA,KOLKATA,JYG,JAYNAGAR,1234567,290,610,880,930
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,128,1234567,2,DEL,BAGDOGRA,615,IST,112,1060,5320,x,13137,KOAA-AMH WKL,2,11:53:00,11:55:00,18,KOAA,KOLKATA,BP,BARRACKPORE,1234567,160,610,700,1000
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,861,1234567,2,IXA,BAGDOGRA,845,IST,112,1650,7920,x,13137,KOAA-AMH WKL,3,12:25:00,12:27:00,33,KOAA,KOLKATA,NH,NAIHATI JN.,1234567,190,480,860,1050
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9801,6,2,IXS,BAGDOGRA,1020,IST,112,2020,5900,x,13137,KOAA-AMH WKL,4,12:50:00,12:52:00,42,KOAA,KOLKATA,BDC,BANDEL JN.,1234567,140,510,860,910
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,537,1234567,1,IXB,BAGDOGRA,1555,IST,113,2340,5060,x,13137,KOAA-AMH WKL,5,14:00:00,14:02:00,109,KOAA,KOLKATA,BWN,BARDDHAMAN J,156,250,580,820,1000
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9802,6,1,IXS,BAGDOGRA,1325,IST,113,2580,5640,x,13137,KOAA-AMH WKL,6,14:55:00,14:57:00,172,KOAA,KOLKATA,DGR,DURGAPUR,2347,270,310,780,980
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,634,1234567,1,LKO,BAGDOGRA,1055,IST,113,2040,6380,x,13137,KOAA-AMH WKL,7,16:10:00,16:15:00,214,KOAA,KOLKATA,ASN,ASANSOL MAIN,1234567,190,460,730,910
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,476,1234567,2,DEL,BAGDOGRA,2000,IST,113,2240,7410,x,13137,KOAA-AMH WKL,8,16:39:00,16:40:00,239,KOAA,KOLKATA,CRJ,CHITTARANJAN,1234567,100,650,880,900
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,709,5,2,DMU,BIRSA MUNDA,1300,IST,113,2350,6160,x,13137,KOAA-AMH WKL,9,17:19:00,17:21:00,295,KOAA,KOLKATA,MDP,MADHUPUR JN.,1234567,280,510,680,920
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,139,1234567,2,IXA,BIRSA MUNDA,1155,IST,113,1380,6570,x,13137,KOAA-AMH WKL,10,17:46:00,17:48:00,324,KOAA,KOLKATA,JSME,JASIDIH JN.,1234567,140,500,710,980
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,344,1234567,2,IXR,BIRSA MUNDA,1140,IST,113,2810,5770,x,13137,KOAA-AMH WKL,11,18:55:00,19:00:00,368,KOAA,KOLKATA,JAJ,JHAJHA,1234567,200,570,880,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,794,6,2,PNQ,BIRSA MUNDA,1910,IST,113,2200,7020,x,13137,KOAA-AMH WKL,12,19:35:00,19:37:00,422,KOAA,KOLKATA,KIUL,KIUL JN.,1234567,280,440,750,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,712,1234,1,AJL,BIRSA MUNDA,1545,IST,114,1860,5950,x,13137,KOAA-AMH WKL,13,21:15:00,21:35:00,461,KOAA,KOLKATA,BJU,BARAUNI JN.,1234567,180,620,690,970
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,474,1234567,2,DEL,BIRSA MUNDA,620,IST,114,1160,6310,x,13137,KOAA-AMH WKL,14,22:18:00,22:21:00,511,KOAA,KOLKATA,SPP,SHAHPUR PATO,1234567,220,620,680,1050
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,2486,1234567,2,GAU,BIRSA MUNDA,710,IST,114,1310,7060,x,13137,KOAA-AMH WKL,15,23:57:00,0:02:00,549,KOAA,KOLKATA,HJP,HAJIPUR JN.,1234567,140,500,680,1050
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,713,6,2,IMF,BIRSA MUNDA,1310,IST,114,2060,7460,x,13137,KOAA-AMH WKL,16,0:15:00,0:17:00,555,KOAA,KOLKATA,SEE,SONPUR JN.,1234567,220,590,690,970
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9801,6,2,IXS,BIRSA MUNDA,1020,IST,114,2280,7300,x,13137,KOAA-AMH WKL,17,2:00:00,2:10:00,608,KOAA,KOLKATA,CPR,CHHAPRA JN.,1234567,250,430,810,910
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,833,1234567,2,VTZ,BIRSA MUNDA,1030,IST,114,2950,5060,x,13137,KOAA-AMH WKL,18,3:10:00,3:15:00,673,KOAA,KOLKATA,BUI,BALLIA,1357,200,370,840,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9808,67,1,AJL,BIRSA MUNDA,1325,IST,115,1970,5000,x,13137,KOAA-AMH WKL,19,4:00:00,4:02:00,705,KOAA,KOLKATA,RSR,RASRA,1234567,300,490,750,1090
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,135,6,1,AMD,BIRSA MUNDA,1840,IST,115,1130,7030,x,13137,KOAA-AMH WKL,20,4:50:00,4:55:00,742,KOAA,KOLKATA,MAU,MAU JN.,1234567,240,380,880,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,172,134567,1,BLR,SCILCHAR,1510,IST,115,1100,6920,x,13137,KOAA-AMH WKL,21,5:21:00,5:23:00,763,KOAA,KOLKATA,MMA,MUHAMMADABAD,1234567,300,370,740,930
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,730,16,1,GAU,SCILCHAR,1300,IST,115,2900,5980,x,13137,KOAA-AMH WKL,22,6:05:00,6:05:00,785,KOAA,KOLKATA,AMH,AZAMGARH,1234567,120,580,740,1090
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,525,1234567,1,HYD,SCILCHAR,810,IST,115,2580,5730,x,13145,KOLKATA RADH,2,20:28:00,20:30:00,33,KOAA,KOLKATA,NH,NAIHATI JN.,1234567,170,310,840,1000
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,485,1234567,1,IXR,SCILCHAR,1255,IST,115,1020,5300,x,13145,KOLKATA RADH,3,20:52:00,20:54:00,42,KOAA,KOLKATA,BDC,BANDEL JN.,1234567,290,650,780,990
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9807,67,2,AJL,SCILCHAR,1020,IST,115,1620,7720,x,13145,KOLKATA RADH,4,21:26:00,21:27:00,84,KOAA,KOLKATA,ABKA,AMBIKA KALNA,1234567,250,360,760,1080
CCU,NETAJI SUBHAS CHANDRA BOSE,UK,778,1234567,2,DEL,SCILCHAR,1655,IST,115,2140,7520,x,13145,KOLKATA RADH,5,21:52:00,21:54:00,107,KOAA,KOLKATA,NDAE,NABADWIP DHA,1234567,290,300,810,990
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,497,1234567,2,DEL,SCILCHAR,2025,IST,115,1230,5840,x,13145,KOLKATA RADH,6,22:57:00,23:02:00,147,KOAA,KOLKATA,KWAE,KATWA JN.,123457,160,570,780,970
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,121,1234567,2,HYD,SCILCHAR,610,IST,115,1300,5290,x,13145,KOLKATA RADH,7,23:19:00,23:20:00,164,KOAA,KOLKATA,SALE,SALAR,6,230,420,870,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,358,146,2,IXA,SCILCHAR,1135,IST,115,1940,7800,x,13145,KOLKATA RADH,8,0:02:00,0:03:00,205,KOAA,KOLKATA,KGLE,KHAGRAGHAT R,1234567,150,470,670,1030
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,892,1234567,2,IXA,SCILCHAR,1430,IST,115,2980,7720,x,13145,KOLKATA RADH,9,0:35:00,0:45:00,219,KOAA,KOLKATA,AZ,AZIMGANJ JN.,1234567,300,490,810,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,715,5,1,AJL,SCILCHAR,1540,IST,116,1170,5030,x,13145,KOLKATA RADH,10,1:14:00,1:15:00,255,KOAA,KOLKATA,JRLE,JANGIPUR ROA,1234567,240,580,740,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,135,7,1,BLR,SCILCHAR,1840,IST,116,1600,7390,x,13145,KOLKATA RADH,11,1:43:00,1:44:00,284,KOAA,KOLKATA,DGLE,DHULIAN GANG,1234567,210,360,760,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,774,1234567,1,BOM,SCILCHAR,2315,IST,116,1590,7390,x,13145,KOLKATA RADH,12,2:25:00,2:30:00,297,KOAA,KOLKATA,NFK,NEW FARAKKA,1234567,250,350,850,960
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,773,1234567,2,BOM,SCILCHAR,1650,IST,116,1860,5150,x,13145,KOLKATA RADH,13,3:25:00,3:40:00,332,KOAA,KOLKATA,MLDT,MALDA TOWN,1234567,270,630,740,990
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,6488,1234567,2,DEL,SCILCHAR,1150,IST,116,1560,6340,x,13145,KOLKATA RADH,14,4:09:00,4:11:00,366,KOAA,KOLKATA,SM,SAMSI,1234567,220,600,860,930
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,713,234,2,IMF,SCILCHAR,1050,IST,116,2660,7090,x,13145,KOLKATA RADH,15,4:21:00,4:23:00,377,KOAA,KOLKATA,BKRD,BHALUKA ROAD,1234567,130,400,680,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,291,1234567,2,MAA,SCILCHAR,1930,IST,116,1490,5400,x,13145,KOLKATA RADH,16,4:32:00,4:34:00,387,KOAA,KOLKATA,HCR,HARISHCHANDR,1234567,220,630,770,910
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,422,24,2,VNS,SCILCHAR,1305,IST,116,2780,6040,x,13145,KOLKATA RADH,17,5:07:00,5:12:00,420,KOAA,KOLKATA,BOE,BARSOI JN.,1234567,300,380,890,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,507,1234567,1,BLR,SCILCHAR,1330,IST,117,2930,5180,x,13145,KOLKATA RADH,18,5:35:00,5:45:00,441,KOAA,KOLKATA,RGJ,RAIGANJ,1234567,110,410,880,990
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,375,1234567,2,BBI,SCILCHAR,720,IST,117,1270,6880,x,13145,KOLKATA RADH,19,6:20:00,6:22:00,461,KOAA,KOLKATA,KAJ,KALIYAGANJ,1234567,220,640,860,970
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,516,1234567,2,BLR,SCILCHAR,655,IST,117,2590,7730,x,13145,KOLKATA RADH,20,6:50:00,6:50:00,473,KOAA,KOLKATA,RDP,RADHIKAPUR,1234567,260,540,730,920
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,946,1234567,2,DEL,SCILCHAR,1345,IST,117,2370,6630,x,13151,JAMMU TAWI E,2,12:03:00,12:04:00,9,KOAA,KOLKATA,DAKE,DAKHINESWAR,1234567,140,520,780,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,206,1234567,2,DEL,VEER SARVARKAR,1645,IST,117,2100,6640,x,13151,JAMMU TAWI E,3,12:36:00,12:37:00,32,KOAA,KOLKATA,KQU,KAMARKUNDU J,1234567,220,630,790,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,3955,1234567,2,GAU,VEER SARVARKAR,535,IST,117,1000,5900,x,13151,JAMMU TAWI E,4,13:24:00,13:34:00,93,KOAA,KOLKATA,BWN,BARDDHAMAN J,1234567,200,570,710,930
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9805,2,2,GAU,VEER SARVARKAR,1020,IST,117,1920,6750,x,13151,JAMMU TAWI E,5,14:08:00,14:09:00,140,KOAA,KOLKATA,PAN,PANA GARH,1234567,160,340,710,1000
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,6133,2,2,IXR,VEER SARVARKAR,1750,IST,117,1260,5620,x,13151,JAMMU TAWI E,6,14:25:00,14:27:00,155,KOAA,KOLKATA,DGR,DURGAPUR,1234567,220,440,650,1030
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9808,67,1,AJL,VEER SARVARKAR,1325,IST,118,2960,5960,x,13151,JAMMU TAWI E,7,14:42:00,14:44:00,172,KOAA,KOLKATA,UDL,ANDAL JN.,1234567,280,640,800,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,2672,1234567,1,AJL,VEER SARVARKAR,1345,IST,118,1010,6790,x,13151,JAMMU TAWI E,8,14:54:00,14:55:00,179,KOAA,KOLKATA,RNG,RANI GANJ,1234567,230,350,810,980
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,484,1234567,1,BOM,VEER SARVARKAR,510,IST,118,2480,7620,x,13151,JAMMU TAWI E,9,15:15:00,15:20:00,198,KOAA,KOLKATA,ASN,ASANSOL MAIN,1234567,300,520,700,920
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,292,1234567,1,GOI,VEER SARVARKAR,1745,IST,118,2530,5580,x,13151,JAMMU TAWI E,10,15:40:00,15:41:00,212,KOAA,KOLKATA,ULT,KULTI,1234567,100,560,810,910
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,122,1234567,1,HYD,VEER SARVARKAR,2230,IST,118,1310,5460,x,13151,JAMMU TAWI E,11,15:49:00,15:50:00,215,KOAA,KOLKATA,BRR,BARAKAR,1234567,210,400,800,960
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,822,134567,1,IXR,VEER SARVARKAR,1045,IST,118,1900,5400,x,13151,JAMMU TAWI E,12,15:57:00,15:58:00,217,KOAA,KOLKATA,KMME,KUMAR DUBI,1234567,290,480,700,1070
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,822,2,1,IXR,VEER SARVARKAR,1045,IST,118,1360,7220,x,13151,JAMMU TAWI E,13,16:50:00,16:55:00,256,KOAA,KOLKATA,DHN,DHANBAD JN.,1234567,130,370,720,960
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,716,2,1,NAG,VEER SARVARKAR,2030,IST,118,2950,7480,x,13151,JAMMU TAWI E,14,17:24:00,17:34:00,286,KOAA,KOLKATA,GMO,NSC BOSE J G,1234567,250,560,850,1080
